,id,popularity,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
627,1ZmaJl1kHdTxbzji59LD2c,46,0.914,10,-7.294,0,0.167,0.285,1.95e-05,0.0679,0.803,152.717,190559,4
628,6XBUQOpfQh6UIPp4DCG3PO,52,0.803,11,-4.596,0,0.0536,0.0398,0.0,0.155,0.641,80.062,251063,4
629,5LyskuxBGjC4bdtrQIVtPl,40,0.519,1,-11.04,0,0.0376,0.928,0.0163,0.106,0.363,149.13,362187,4
630,3zAXHUL5YcYOA41rruvjy4,59,0.649,11,-5.295,0,0.0408,0.151,0.0,0.121,0.453,78.398,227507,4
631,500H9ENeR5AYbKU1ScK6ME,57,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,396507,4
632,6FTqvd2GAJp2msi9QmeUl3,38,0.907,9,-4.612,1,0.0496,0.245,3.43e-05,0.144,0.885,136.028,221673,4
633,0gPgdRfB4jdGrlyXS0Vx78,69,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,4
634,3pHPp1FnboJDh8HRCGrj9i,39,0.901,0,-3.648,1,0.0834,0.327,6.36e-05,0.886,0.771,130.026,225231,4
635,7p1OgR6N8Jn7nUsRLHO3V5,34,0.417,7,-9.46,1,0.0292,0.753,1.63e-05,0.202,0.253,76.008,243947,3
636,7sY13vhyDOlWiQjsOMPTYS,0,0.863,11,-4.73,1,0.0642,0.00332,9.64e-05,0.111,0.426,111.955,157153,4
637,0ZDPq3QA2GzUAHHtP5zKJM,0,0.831,3,-5.262,1,0.0545,0.174,0.0,0.224,0.894,80.061,395861,4
638,7k3jpyYPnVnbO0p7iejWxL,54,0.882,6,-5.018,0,0.0488,0.091,2.8e-06,0.368,0.627,96.958,362662,4
639,3zb5Omz3mP7XRl7fDfiquc,48,0.62,9,-9.689,0,0.0364,0.613,0.00141,0.106,0.549,89.992,261647,4
640,5cgKosPPj5Cs9a2JQufUc1,65,0.967,9,-5.767,1,0.0907,0.166,2.54e-05,0.105,0.452,131.988,228982,4
641,1nwIWnDtkVZJgZHn9qeWHz,36,0.962,1,-4.055,1,0.152,0.188,0.000117,0.23,0.852,102.068,279957,4
642,7fpWJr5shT90KiCHXKHxch,56,0.543,7,-8.921,1,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,305613,4
643,3OAFzjwWionh8OfM4kgf2R,65,0.788,4,-7.625,0,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,4
644,5lLBVDoG0w9oVxEftMIniN,48,0.725,7,-12.066,0,0.059,0.618,4.99e-05,0.558,0.918,98.787,547422,4
645,6ijvjAzDCcsRjqEwvizNEY,11,0.721,7,-4.236,1,0.0766,0.0681,1.32e-05,0.0542,0.959,140.019,161796,4
646,3FvAIrl7mosCrq0oR0t2CH,34,0.448,9,-10.965,1,0.0306,0.516,0.000423,0.112,0.439,110.0,193178,4
647,4T3VAoUDvCJkX5OSYXnng0,56,0.506,6,-13.684,0,0.0495,0.492,0.000442,0.189,0.641,85.628,473025,4
648,6g0HHWLJwfe2PlbgHi8pBj,61,0.696,7,-5.583,1,0.0473,0.535,0.0,0.325,0.39,128.849,290867,4
649,0GQngE2rOYvlKwEQjTAsP8,69,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,249707,4
650,6O8ZM3IKYcSBzpnuxpCAQr,55,0.52,7,-10.793,1,0.0339,0.369,3.99e-05,0.724,0.907,92.995,318433,4
651,6WzRx2bPVxkta2vWcp3MIA,0,0.337,6,-8.919,1,0.0326,0.983,0.24,0.121,0.533,82.133,191765,4
652,1WX7IIJnUgpDaweRefaih0,47,0.877,7,-5.44,1,0.135,0.269,0.0,0.311,0.8,101.216,240613,4
653,3FNA9QB9bvgQeQQOGIOhtu,39,0.578,6,-12.946,0,0.0372,0.133,2.24e-05,0.0329,0.811,81.961,312520,4
654,6GQK4G5o60E8YA18DGpAzv,61,0.899,11,-5.081,0,0.165,0.599,3.43e-05,0.111,0.559,79.895,346627,4
655,3fWMFwaJil8fD14JCgwbcL,62,0.459,6,-9.484,1,0.0296,0.185,0.0,0.132,0.379,119.987,355066,4
656,6tjzeB1k0x9paSlMsGKE2V,47,0.919,10,-4.531,0,0.0841,0.0571,0.0445,0.283,0.629,130.0,298210,4
657,4qrNoVMU8gN61AQqU3e13U,52,0.0277,5,-33.119,1,0.0486,0.888,0.704,0.0977,0.0353,62.181,181800,4
658,3rsx3pDYM3a08O0Yu3Tq6V,56,0.942,11,-6.105,0,0.16,0.124,0.0132,0.0819,0.598,173.991,353880,4
659,5n7KWx7UkcKJUB8GvJCYqj,40,0.516,0,-10.913,1,0.0694,0.552,0.0,0.407,0.337,138.698,240707,4
660,7vjzFWG4neQ9YYMN9yZ9hr,55,0.952,11,-3.641,0,0.134,0.000139,0.00283,0.386,0.398,170.058,220573,4
661,2uU4tNepmkbE5lyQ9d0zFZ,52,0.0588,1,-27.582,1,0.0328,0.625,0.952,0.132,0.418,95.997,208893,4
662,7FROOyFNVDaTbnnBcghUXL,48,0.779,8,-8.187,1,0.041,0.334,0.000266,0.387,0.611,129.022,262687,4
663,5LFbqxu56UGK4QrGHpKx4x,18,0.481,6,-7.492,1,0.309,0.57,0.0,0.0844,0.758,90.018,260627,4
664,1oIT8EFVpLalxoDFbwvRWu,45,0.944,1,-5.431,0,0.1,0.462,2.28e-06,0.338,0.948,165.775,238785,3
665,12UNgKpQ2XE6HQrZeQS8ex,0,0.601,8,-13.48,1,0.0463,0.482,5.18e-06,0.482,0.942,128.063,348347,4
666,2dZyFNtUz3IIBzUZmSu5z8,45,0.838,2,-4.583,1,0.151,0.127,0.0,0.292,0.513,166.054,244778,4
667,2oiyY0zqdsUs7JktrdJKrn,65,0.583,6,-6.895,0,0.2,0.0192,0.0,0.101,0.52,86.995,209138,4
668,4I15FFNOHrKsX7XK0cHStB,21,0.682,2,-5.315,0,0.0319,0.0815,0.0,0.0816,0.487,124.033,216432,4
669,7fqFYPSGWGsrIocQadYubn,56,0.592,10,-11.148,0,0.0499,0.372,1.02e-05,0.162,0.773,79.937,419040,3
670,6gESDppjUUX8GWRL81pkZ0,22,0.657,1,-5.756,1,0.0902,0.781,4.73e-06,0.195,0.43,176.052,260467,4
671,36jYuqoGDDlfZBst0p4JGy,48,0.643,1,-9.842,1,0.0913,0.0855,0.000621,0.0891,0.318,91.992,142202,4
672,4Nn2zlXbW3Dn4lhoKxFIxV,25,0.967,1,-2.683,0,0.0793,0.0947,0.0,0.14,0.95,130.035,204356,4
673,2YOEKFkS1IWFmZglZx2M3f,42,0.798,6,-9.493,0,0.0475,0.0503,3.96e-05,0.0371,0.833,103.98,397427,4
674,2F3yOI6g6ZazuKqeS52GOi,26,0.674,2,-11.011,1,0.0979,0.0526,1.79e-05,0.0531,0.363,117.006,238790,4
675,2p2S8TcwaKkzOwZpRUnYhS,42,0.627,10,-13.862,0,0.209,0.793,0.00324,0.145,0.691,152.984,200000,3
676,5ruzqAQTXcZiP6AxfVzun4,27,0.796,2,-4.296,0,0.0361,0.402,0.00287,0.0942,0.34,80.005,262639,4
677,3YFXNTmbJjQ1b5MDDZ7E0h,59,0.72,11,-7.861,1,0.0533,0.563,0.0,0.494,0.78,92.534,310467,4
678,0fYtd6ukVlRIfnQbf9jPPr,27,0.958,2,-3.006,1,0.0529,0.000826,0.0144,0.0517,0.821,128.021,224016,4
679,665b3Nss3OQmhTUdB5hBXw,56,0.867,8,-6.21,1,0.121,0.361,0.0,0.262,0.815,88.919,278093,4
680,3ci9YeXRulpmFPDvqneVwc,44,0.318,9,-11.106,0,0.0317,0.857,1.88e-06,0.11,0.684,80.242,287840,4
681,5IXl8VmP5j38FtLIW5bWlP,45,0.612,5,-7.511,0,0.12,0.109,8.1e-06,0.0703,0.871,125.974,246314,4
682,0se928CIhZPlfVGi3A6zrx,54,0.938,11,-5.387,1,0.123,0.143,3.97e-06,0.402,0.81,92.017,294505,4
683,0mACGvgvCcwjfJCPFLeabh,53,0.833,11,-7.48,0,0.0451,0.0141,8.12e-06,0.111,0.541,99.007,286093,4
684,51ExJXK3IDiYn14nOoFJaD,0,0.442,7,-12.01,1,0.0385,0.888,0.00174,0.362,0.852,87.248,229867,4
685,1gwO79MdYdumgIjxq8eCxB,60,0.739,5,-6.733,1,0.0359,0.0716,6.98e-06,0.134,0.722,87.834,325707,4
686,4K7l6gzsSPKkB3mzokEDKQ,52,0.597,0,-7.889,1,0.0407,0.809,0.0117,0.297,0.654,151.872,281525,4
687,3xGwSN1dDdpN2s8oP8DRrC,55,0.636,8,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,329640,4
688,0JJjxzyDzlSh4hbZvtvqVl,49,0.658,8,-5.875,0,0.0345,0.28,0.00192,0.107,0.922,103.005,289707,4
689,4jpibRkVyl2p8l0pqRbdMa,45,0.452,7,-8.52,1,0.0462,0.786,0.0,0.129,0.548,87.984,249692,4
690,3oIWJujQwLjGBG8kZGnJkg,54,0.796,8,-7.095,1,0.0537,0.0362,5.12e-05,0.249,0.76,103.033,424573,4
691,25NuLB5Al4Lp6N0VeTqtAU,26,0.82,0,-4.348,1,0.0943,0.375,1.78e-05,0.165,0.648,115.082,181272,4
692,0prCd0oIexRBiok6kBOeLp,44,0.474,0,-11.061,0,0.14,0.0696,0.00026,0.0554,0.515,192.01,311057,4
693,2oBSn18iPMom9cY5dDVwQZ,52,0.622,5,-8.431,1,0.0383,0.795,1.52e-05,0.105,0.725,143.834,305493,4
694,2PaAG9RNH3HKL57LKc3GJI,47,0.933,7,-4.583,1,0.105,0.0576,0.0691,0.0615,0.696,132.992,354253,4
695,4nydCE0L7G13XLKPzvLlNs,63,0.378,9,-8.367,1,0.0295,0.566,0.0,0.0919,0.527,123.949,200438,4
696,5itw0WzsobhLXyxUuAj8OQ,58,0.67,6,-10.641,0,0.0465,0.306,0.000528,0.729,0.748,110.696,336118,4
697,66cYwZ8uCn71S9ng2aunfx,47,0.743,7,-5.654,1,0.0283,0.488,3.57e-06,0.104,0.787,99.988,302446,4
698,2LcXJP95e4HKydTZ2mYfrx,68,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574,4
699,2y0hUGvHaKm2p5xmJF4HBe,61,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,321613,4
700,3cL1Lpn7e4fKeEwi68S9Hd,46,0.712,7,-10.505,1,0.079,0.315,0.000173,0.0933,0.757,99.927,377313,4
701,2Ggpu9s4UP2fO7bjgBMiss,44,0.978,0,-4.786,1,0.23,0.516,0.0,0.32,0.804,82.988,271900,4
702,0iXLwnLmLwn9y54JtBTNxY,65,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158,3
703,1sYC1fG7s4p0pTykrJqmgW,56,0.664,2,-6.674,1,0.0331,0.636,0.0,0.0964,0.831,121.922,266053,4
704,4RyHVSQr51MyAZvNW8DwLq,44,0.803,11,-6.192,0,0.0376,0.278,0.0,0.142,0.752,118.035,350613,4
705,0OQzbOu5JGo2LgtwJI04zO,56,0.706,2,-5.897,1,0.0274,0.5,0.00597,0.112,0.442,113.972,290549,4
706,3eIdE2PTzeZ3FCODXmsfF9,59,0.751,5,-3.837,0,0.0508,0.107,0.00341,0.0623,0.569,155.958,238708,4
707,4P25f3LqNt0QkohVuRV3CN,42,0.903,11,-5.055,0,0.105,0.605,2.53e-05,0.131,0.68,97.941,380840,4
708,4M7pu2MwyGysZM4deGXueq,49,0.803,5,-6.651,0,0.117,0.589,0.0,0.0735,0.792,82.909,427781,4
709,3cWI6Hj9LQ0MfMuhw9uSMc,66,0.136,6,-9.267,1,0.0458,0.932,0.0,0.0653,0.0976,67.016,225853,3
710,2sSqbdYfjFV9H01FjlqGQK,42,0.485,2,-6.695,0,0.0241,0.76,1.34e-06,0.0976,0.303,95.95,289045,4
711,1qTk8adpwCPBBijUnjM97y,31,0.479,1,-12.977,1,0.0782,0.0663,0.00267,0.556,0.5,158.034,167565,4
712,3Jeb7KPIWUzSulLvQ6x3G2,24,0.636,8,-10.077,1,0.0363,0.444,0.000193,0.0937,0.469,133.008,184041,4
713,46jVr8q0uzUz9HIxQmjin4,39,0.539,9,-10.052,0,0.0335,0.47,4.43e-05,0.319,0.709,95.085,408477,4
714,4IPzzBnFrGrlijBWY0JDYB,52,0.598,9,-6.052,0,0.0362,0.479,0.0,0.0806,0.354,135.951,426499,4
715,5dhOBsAhOuhfsSRxtcXITh,46,0.573,0,-6.162,1,0.0295,0.81,3.11e-05,0.103,0.119,105.027,242857,4
716,6IhKQU9SxNt4riFKsSzjqX,44,0.928,10,-3.932,1,0.0708,0.67,0.000828,0.417,0.931,111.932,153783,4
717,6eVM9lCmIqwGTUOoeH61Lu,64,0.622,0,-5.437,1,0.0967,0.0684,0.0,0.33,0.587,139.927,140733,4
718,2h1d6XPdBms5i7YwyfOO7q,46,0.812,6,-2.497,0,0.119,0.108,2.11e-06,0.465,0.908,131.984,238427,4
719,5OsM2RtXHyzEfsl9bxfTGU,45,0.667,0,-9.79,1,0.0613,0.318,0.0,0.153,0.628,86.791,311000,4
720,34KXu2H0SyTMTe77YJs4TA,29,0.823,11,-5.499,0,0.0384,0.139,1.04e-06,0.271,0.495,126.02,220794,4
721,7n278iHoD21kun2OymTABC,56,0.779,9,-11.326,0,0.0622,0.241,0.0,0.154,0.671,119.735,329987,4
722,0Ms0rronIijW3ngbCOtRlB,54,0.758,5,-5.85,0,0.0444,0.26,3.41e-06,0.0635,0.712,163.952,287347,4
723,5AkidTcOWdPk21DrwqIQmj,0,0.708,0,-2.669,1,0.0341,0.94,0.000159,0.399,0.441,90.336,282267,4
724,5AkidTcOWdPk21DrwqIQmj,0,0.708,0,-2.669,1,0.0341,0.94,0.000159,0.399,0.441,90.336,282267,4
725,2GTasAZimpxzNgE7aXFifI,55,0.839,11,-5.548,1,0.0468,0.0381,0.000193,0.301,0.679,107.025,268713,4
726,0YKEBiwNh4VGsuf99aNfLa,50,0.957,4,-3.104,1,0.121,0.0191,3.23e-05,0.595,0.715,99.992,293955,4
727,0A9sQw6e4wKQJv3MW9FA7q,37,0.842,0,-7.966,1,0.052,0.024,0.334,0.131,0.723,171.89,412000,4
728,4T3VAoUDvCJkX5OSYXnng0,56,0.506,6,-13.684,0,0.0495,0.492,0.000442,0.189,0.641,85.628,473025,4
729,71s7tZo8OGlN3VXyURWLUr,64,0.954,2,-3.93,0,0.0915,0.0188,0.0,0.151,0.89,141.98,244068,4
730,5IIoQg5A7agXCksmdRLX7i,40,0.643,9,-6.329,1,0.0534,0.1,0.00473,0.633,0.598,129.978,264382,4
731,3mchkCkhJ1d8F5w1J7mede,43,0.597,0,-6.265,0,0.0427,0.494,0.0,0.146,0.325,155.953,241580,3
732,695VB99BjlUN4S4HpOB1tj,26,0.903,7,-3.422,1,0.125,0.43,3.75e-06,0.377,0.522,99.026,255015,4
733,6qYtje83gTeREXYdrgXVmj,42,0.765,2,-6.487,1,0.135,0.0503,0.000268,0.837,0.73,124.891,308067,4
734,4BfC09Go8lHlCdigPx4W69,31,0.905,1,-5.384,1,0.089,0.0703,1.46e-06,0.103,0.679,97.99,210790,4
735,4J5OpeZUR2msDPfMsIeGSU,54,0.591,9,-6.117,1,0.0342,0.504,3.29e-06,0.135,0.48,119.956,328440,4
736,7r8QeC6Uy3AbIXqH7W9y0K,52,0.83,4,-3.981,0,0.0455,0.0357,0.0,0.0419,0.753,127.999,183373,4
737,1OBOW5jFnqpieVQFsxu2P9,48,0.899,1,-8.262,1,0.117,0.096,1.38e-05,0.327,0.674,109.994,235625,4
738,1bXjyI1O0HAOMvFLYFqWAM,34,0.603,2,-5.548,0,0.0322,0.0317,0.00143,0.112,0.0841,149.898,351000,4
739,3RTL7zAwEu9vi5F4M9zeX1,53,0.9,6,-7.66,0,0.0466,0.126,0.0256,0.0722,0.963,143.991,270315,4
740,1zM7y8B0stASrdZFN7K5k3,20,0.836,8,-7.313,1,0.084,0.137,0.000105,0.0776,0.773,124.983,213078,4
741,6OBnmsS9w6mdYmEgxwc2BG,40,0.272,2,-13.642,1,0.0295,0.907,0.612,0.0848,0.263,90.566,291067,4
742,3z8PBfnwwaCBKUbWPv6y6w,53,0.555,1,-5.789,1,0.0612,0.524,0.0,0.164,0.522,76.644,211099,4
743,6n6hEYHXBzWfdSzBX20ZRw,51,0.462,2,-10.661,1,0.127,0.514,4.14e-06,0.162,0.161,160.307,397773,3
744,3GKVQdgLgEYtTE9BlPBIhB,26,0.842,8,-4.682,1,0.205,0.527,1.4e-06,0.162,0.493,100.829,542182,4
745,6uQkoo1UGWThtEpNEYc6Ga,60,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107,341780,4
746,6jhIHvt64qw5O8ViJSYzug,52,0.526,10,-9.786,1,0.0628,0.0542,1.7e-05,0.102,0.798,94.963,196115,4
747,4FeczSomVWVyU4FW7xDeAI,65,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033,309640,4
748,1J9gyIdeUgocyMnD5xU55d,40,0.808,4,-7.668,1,0.0656,0.256,2.44e-05,0.582,0.826,119.005,210423,4
749,56R9dZ7QxWhcfre5hoiPZV,55,0.596,10,-11.22,0,0.111,0.115,3.93e-06,0.344,0.758,178.706,359547,4
750,7v5q8I9T7BJxcKOJRTQLzG,43,0.567,11,-9.486,0,0.034,0.513,1.37e-05,0.346,0.845,141.63,1800520,3
751,4GjiqyDww3ldKakJexB7AL,48,0.587,5,-7.65,0,0.0448,0.721,0.0,0.151,0.686,89.993,246167,4
752,4wH4dJgrsxONID6KS2tDQM,77,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,4
753,2beELXqjx2XSslB0hL7v53,0,0.464,2,-7.732,1,0.0459,0.643,0.0,0.067,0.145,118.942,267520,4
754,7KYItmZqiTnvfuO42oc6Og,46,0.63,11,-5.472,1,0.0293,0.765,0.0,0.112,0.243,143.87,328742,4
755,3BwrgxBDpwzTOPQFs1ijDM,0,0.63,5,-7.7,1,0.0341,0.698,1e-06,0.0875,0.67,110.578,247792,4
756,1bx6spmieE655BQvWdTYKA,56,0.982,4,-3.466,1,0.118,0.394,0.000939,0.109,0.697,110.03,319636,4
757,6NpvQMgla0k8ZCj6nxZFJY,24,0.459,8,-7.028,0,0.0369,0.852,0.0,0.334,0.457,89.952,257999,4
758,5ZBeML7Lf3FMEVviTyvi8l,72,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4
759,5wBZLsoQtQcYRCo3qGaYWF,30,0.825,3,-7.44,0,0.155,0.000348,0.0145,0.353,0.475,123.041,236377,4
760,7FqA3cv6l12Ho0jsdbpYiL,19,0.947,5,-2.728,0,0.206,0.151,0.0,0.149,0.846,129.96,261178,4
761,1xrjPU9qjuO892qacx46Iq,1,0.38,5,-18.311,0,0.0397,0.446,2.87e-05,0.307,0.861,161.161,362173,4
762,61lJAFZuozwBfomLIHKjRS,38,0.831,5,-4.043,0,0.06,0.0162,0.00276,0.0534,0.83,112.016,242377,4
763,5SFWdSgtyyf7adAsJhSJ7h,44,0.52,11,-5.508,0,0.0276,0.646,0.0,0.16,0.267,92.978,332536,4
764,3hoXhwP0ub9LdSJV4olDIc,63,0.74,0,-7.018,1,0.0465,0.558,0.0,0.144,0.732,92.618,278547,4
765,4f9KgaY0zWI9UjkbKL59uZ,25,0.685,1,-6.978,0,0.0344,0.196,1.05e-05,0.0455,0.219,81.961,239033,4
766,0f6pXA80kYRzSlnDsNbSPy,22,0.886,1,-1.923,1,0.0485,0.228,0.0,0.239,0.371,108.03,217102,4
767,1EjxJHY9A6LMOlvyZdwDly,64,0.798,0,-6.663,1,0.0334,0.32,5.15e-06,0.31,0.793,123.01,343787,4
768,0Qs67RelQ1FHAPkVBUoTDu,42,0.285,4,-14.143,1,0.0307,0.836,0.00572,0.118,0.206,92.033,318511,4
769,6Q1TIMUFgQIiRJlPMgXKsC,47,0.587,1,-7.15,1,0.27,0.0195,2.91e-06,0.462,0.282,149.954,204840,4
770,444XEZzpTu40p0HF6qM7Et,22,0.577,10,-9.949,1,0.209,0.809,5.9e-06,0.149,0.904,129.335,391800,4
771,3HH3xlISSAhadC8bu0UDdl,49,0.487,11,-5.475,0,0.0332,0.668,0.0,0.121,0.352,114.251,295113,5
772,6pLKkikQIumYXROIlLGcMc,28,0.469,2,-11.626,1,0.0493,0.879,0.0,0.102,0.838,128.697,298187,4
773,35fWwLIdG4RvdVaNYYJrfn,25,0.541,11,-10.463,1,0.0448,0.744,0.00167,0.0579,0.381,81.198,238688,4
774,36ErMLHHUwB7mevjDSRJJc,0,0.882,9,-8.363,0,0.0548,0.0015,0.141,0.123,0.805,124.991,163200,4
775,0U9a0NZ8UQpnix2lBElFAx,54,0.83,6,-6.868,0,0.28,0.639,0.0,0.109,0.907,93.401,378044,4
776,11QeiHjd4600PBx7n85hlA,47,0.584,11,-3.66,1,0.0476,0.203,0.0,0.0801,0.626,94.4,188855,4
777,61jOwct2q4YB6JhJ6mLf6y,0,0.98,1,-4.91,1,0.141,0.279,0.00224,0.145,0.705,127.985,120000,4
778,3OLFqbd9ZeVjaUKTiaLsD6,65,0.744,4,-5.416,0,0.0341,0.582,0.0,0.2,0.706,115.959,302027,4
779,46lVheKZyV4roHxO0kJ6wW,25,0.885,8,-5.082,1,0.218,0.163,0.0,0.0362,0.75,126.612,313365,4
780,3hNX3C5D5WML7wFVqdfRRg,21,0.966,1,-0.852,1,0.0809,0.128,0.0,0.506,0.79,142.036,219718,4
781,4atChTS0bpYrvYveHeoWMP,45,0.533,0,-6.044,0,0.0293,0.883,0.000105,0.1,0.392,135.18,282106,4
782,2Xps9UKgEXj0PFXEpfcD7c,20,0.61,6,-5.251,0,0.16,0.301,3.13e-06,0.113,0.456,139.945,212571,4
783,5N5RmSEq6WoIciRvZoarSH,31,0.607,9,-6.074,0,0.0326,0.796,0.000256,0.199,0.562,153.559,287505,4
784,1y8Ck6jFOyxNC59SrQJIn6,52,0.552,4,-9.479,1,0.162,0.542,8.93e-06,0.247,0.596,86.994,351425,4
785,7508E9guaBFcipYVJTECBV,34,0.622,4,-7.105,0,0.0515,0.529,0.0,0.521,0.515,140.003,266200,4
786,4jdwFk4GRRDNt3g49IgC15,48,0.682,11,-4.869,0,0.0319,0.492,0.0,0.1,0.316,143.628,263066,4
787,7d5Sk1Omu1qfyOPnlPO9d1,44,0.909,10,-5.688,1,0.0907,0.252,0.0,0.133,0.706,117.51,471014,4
788,6QtiLNxw9Au44ZL2ZPjlei,31,0.517,11,-9.43,1,0.0457,0.875,0.0,0.0852,0.365,80.004,205905,4
789,3QagXWLnarjHO1vtBPVMs5,25,0.553,0,-5.105,1,0.0401,0.364,0.0,0.0741,0.459,133.888,282024,4
790,5T2ZZiBMDGh3TZDUbxg4rV,64,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99,241449,4
791,3i11e2jzUtO3jChiFl3v9x,61,0.46,1,-8.594,0,0.0246,0.826,0.00202,0.139,0.33,98.007,331677,4
792,4w5Vuz3j34QoMcOEjWpfrO,43,0.883,1,-2.514,1,0.0588,0.278,0.000701,0.46,0.817,86.982,251008,4
793,46mXuHxCjDiLoLPsqn24P8,51,0.774,6,-4.406,0,0.0861,0.0304,0.00105,0.0494,0.636,133.995,237464,4
794,2S6N9pbnkhQRyAx80HmF79,63,0.489,1,-6.829,0,0.0306,0.713,0.0,0.124,0.399,116.0,336567,4
795,1brR9vWBEz1SpwgzPjhOxd,49,0.871,10,-10.59,0,0.0382,0.1,0.969,0.149,0.926,104.523,252083,4
796,5YUZpKW1nRVtxsy3sN6q1g,37,0.899,0,-5.818,1,0.0645,0.212,0.000553,0.112,0.83,135.006,295776,4
797,1kcV2LJxt5v0s2cEGtEJ5i,62,0.656,11,-8.632,1,0.0354,0.657,0.000163,0.343,0.453,119.965,268833,4
798,2yBxVCCJkfCuwhA0GR2VwA,55,0.833,1,-7.894,0,0.0486,0.108,1.32e-05,0.114,0.868,172.07,252200,4
799,5Q7RCL7ircZ3zmNnHj1ffq,0,0.669,10,-10.834,0,0.0392,0.123,0.875,0.0973,0.242,94.966,176974,4
800,4aE7oc6DyiMvNWutwblivY,30,0.532,6,-5.145,1,0.059,0.877,0.0,0.0751,0.977,121.317,218373,4
801,4F7lsXUag821S7SrSfpQ2V,39,0.745,11,-8.01,0,0.0947,0.184,2.33e-05,0.0466,0.398,158.276,361120,4
802,0tUsMZCtbfGwAvRw1NpsJF,34,0.693,8,-6.429,1,0.0653,0.022,1.58e-05,0.138,0.68,129.968,347889,4
803,0hL7tvMKBLW30sige6ctu7,53,0.694,1,-9.517,0,0.207,0.472,0.0,0.101,0.612,129.949,310152,4
804,5lnxK8H9ccEkliW73ksgW0,35,0.701,1,-11.399,1,0.0285,0.399,0.000879,0.297,0.901,103.246,485333,4
805,1TpqQGpvD1yZVdzuy4WqW8,41,0.401,3,-15.653,0,0.413,0.66,0.0,0.318,0.518,72.947,295776,4
806,0mcKmym9YZqUiNXETMPNLj,0,0.521,1,-6.465,1,0.0341,0.514,0.0,0.11,0.577,121.094,326933,4
807,3JwZf9jUw4JIH5fUsQe524,34,0.899,3,-4.862,0,0.0934,0.0176,1.45e-05,0.0938,0.919,134.677,303920,4
808,27RuGNzNxxz6RqQWMolIaU,21,0.487,6,-9.954,1,0.0277,0.91,3.42e-06,0.215,0.919,102.879,97800,4
809,4hLShJ4RCa2KhqVHD7MRDn,59,0.485,7,-11.612,1,0.0463,0.166,0.000196,0.289,0.932,121.685,317000,4
810,5utmCTrKkfwb6Cauma8mO4,27,0.0536,4,-15.126,0,0.0561,0.987,0.0,0.12,0.508,103.472,218447,4
811,4rIv0uUnxs5hVZfe5t9SNs,41,0.632,9,-7.612,1,0.0449,0.401,0.000305,0.0695,0.294,87.963,282273,4
812,3HLueMrEUVLIRgOpcROHKk,42,0.62,11,-7.268,0,0.042,0.499,0.0,0.702,0.131,98.048,167105,4
813,0usAvDUju8bgjqu8gpDZM9,5,0.618,9,-11.81,1,0.0563,0.666,2.01e-06,0.049,0.845,82.362,297360,4
814,2H9SvhMVXSYPxxkQgzkTKp,51,0.601,6,-8.668,0,0.0374,0.125,0.0252,0.0885,0.89,75.004,319295,4
815,11acrZ5o6QredI03M4sAsp,55,0.531,11,-14.632,0,0.0407,0.393,7.61e-06,0.285,0.672,97.074,458815,4
816,3jtKSUiVDowKNBqVQbWaig,52,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,253773,4
817,6BHcSsU2oBdIwh99FejTzy,42,0.361,1,-5.497,0,0.0298,0.816,0.0,0.138,0.486,93.467,186738,1
818,3aaiAWCet6sbfOfLSn3g7i,60,0.744,7,-5.817,1,0.0446,0.403,0.0,0.0853,0.415,134.068,272680,4
819,4jYDL5IFimcik9CHFePKnW,49,0.976,2,-5.219,1,0.188,0.0231,0.889,0.479,0.132,129.96,168000,4
820,1PJRzXFsgyXAWlYbdTV9zc,30,0.889,2,-2.699,1,0.0423,0.077,0.0,0.286,0.948,126.002,211851,4
821,4vEBLoDHmtzr0icyHi81pv,40,0.493,5,-7.955,1,0.031,0.301,0.000163,0.124,0.614,100.016,346941,4
822,2KQaNLCXDauWnNuVr6tOi2,56,0.585,6,-10.459,0,0.126,0.019,9.65e-05,0.0503,0.53,110.981,279160,4
823,1Gc6Qmnl9r2AKM59uQi9S9,24,0.325,5,-8.615,0,0.0353,0.621,0.00142,0.136,0.269,140.954,266043,3
824,6XRMWXhoKNHMaN2nepsarZ,34,0.881,6,-3.695,0,0.325,0.262,0.0,0.105,0.646,130.08,182405,4
